id,compriment
"586",143.862
"587",94.880
"588",119.369
"589",133.305
"590",119.397
"591",125.987
"592",77.214
"593",67.202
"594",86.945
"595",86.135
"596",72.869
"597",103.026
"598",98.643
"599",118.141
"600",89.024
"601",107.073
"602",95.203
"603",122.513
"604",103.434
"605",224.235
"606",281.831
"607",483.077
"608",381.245
"609",93.729
"610",112.342
"611",94.248
"612",100.666
"613",363.408
"614",164.889
"615",126.038
"616",89.288
"617",115.893
"618",168.057
"619",189.828
"620",216.743
"621",137.284
"622",114.645
"623",96.067
"624",91.896
"625",182.460
"626",146.943
"627",86.913
"628",91.079
"629",73.508
"630",65.968
"631",88.797
"632",89.856
"633",94.674
"634",108.723
"635",87.528
"636",76.400
"637",103.742
"638",71.303
"639",48.672
"640",74.312
"641",58.944
"642",62.919
"643",62.159
"644",63.484
"645",94.046
"646",195.043
"647",290.789
"648",171.829
"649",217.270
"650",167.690
"651",107.590
"652",76.721
"653",76.515
"654",76.177
"655",112.835
"656",102.074
"657",80.169
"658",82.812
"659",96.598
"660",121.597
"661",122.839
"662",104.591
"663",95.884
"664",106.839
"665",97.609
"666",84.528
"667",113.864
"668",93.977
"669",114.735
"670",112.447
"671",110.919
"672",152.805
"673",419.561
"674",490.484
"675",631.150
"676",394.835
"677",110.714
"678",86.511
"679",90.634
"680",88.815
"681",122.931
"682",90.586
"683",93.814
"684",88.795
"685",147.914
"686",104.867
"687",115.255
"688",114.684
"689",90.670
"690",82.012
"691",96.818
"692",116.588
"693",102.384
"694",72.942
"695",71.239
"696",79.371
"697",94.091
"698",89.538
"699",108.969
"700",161.250
"701",153.820
"702",364.410
"703",525.702
"704",454.172
"705",317.255
"706",75.366
"707",67.242
"708",101.380
"709",166.991
"710",123.794
"711",140.288
"712",113.281
"713",77.440
"714",57.207
"715",54.143
"716",61.103
"717",48.842
"718",79.132
"719",91.372
"720",111.510
"721",183.554
"722",117.215
"723",70.297
"724",70.051
"725",83.042
"726",102.219
"727",70.822
"728",130.586
"729",81.737
"730",62.294
"731",64.514
"732",88.550
"733",97.831
"734",162.122
"735",208.298
"736",158.797
"737",99.953
"738",109.705
"739",89.581
"740",106.104
"741",88.016
"742",168.236
"743",280.329
"744",146.889
"745",87.689
"746",93.931
"747",62.634
"748",74.561
"749",69.499
"750",114.694
"751",82.552
"752",86.830
"753",97.335
"754",105.722
"755",165.221
"756",163.672
"757",571.028
"758",278.635
"759",100.200
"760",73.162
"761",66.362
"762",91.898
"763",91.808
"764",129.362
"765",161.111
"766",227.692
"767",256.808
"768",472.851
"769",402.811
"770",59.373
"771",63.152
"772",96.420
"773",98.275
"774",99.942
"775",84.144
"776",90.457
"777",100.168
"778",147.629
"779",156.803
"780",137.212
"781",65.771
"782",74.192
"783",77.315
"784",55.203
"785",82.982
"786",124.182
"787",315.976
"788",1997.933
"789",1615.031
"790",49.523
"791",49.853
"792",62.484
"793",61.506
"794",65.688
"795",56.719
"796",57.783
"797",156.292
"798",122.543
"799",78.102
"800",90.877
"801",123.872
"802",81.371
"803",416.783
"804",174.652
"805",87.813
"806",112.292
"807",64.605
"808",78.866
"809",93.567
"810",45.185
"811",55.261
"812",90.368
"813",99.680
"814",106.427
"815",140.900
"816",91.220
"817",176.278
"818",211.785
"819",125.171
"820",132.130
"821",156.128
"822",87.945
"823",146.899
"824",100.593
"825",124.557
"826",339.232
"827",270.155
"828",96.744
"829",120.705
"830",113.257
"831",113.660
"832",146.937
"833",78.714
"834",126.574
"835",69.338
"836",76.430
"837",98.627
"838",59.030
"839",69.964
"840",168.745
"841",1855.845
"842",51.403
"843",79.014
"844",50.950
"845",77.843
"846",80.114
"847",48.631
"848",74.376
"849",90.941
"850",75.523
"851",247.095
"852",56.196
"853",149.964
"854",142.463
"855",50.418
"856",47.828
"857",51.744
"858",38.203
"859",62.756
"860",60.464
"861",43.313
"862",74.545
"863",59.776
"864",45.969
"865",65.802
"866",55.470
"867",424.350
"868",135.855
"869",120.629
"870",116.899
"871",105.626
"872",74.514
"873",97.548
"874",90.528
"875",159.686
"876",298.890
"877",66.573
"878",69.818
"879",51.690
"880",40.327
"881",45.444
"882",57.452
"883",61.214
"884",84.781
"885",150.990
"886",127.481
"887",62.452
"888",62.195
"889",85.690
"890",69.832
"891",107.219
"892",118.049
"893",77.477
"894",83.053
"895",101.039
"896",146.603
"897",196.611
"898",325.081
"899",193.949
"900",284.487
"901",156.624
"902",82.550
"903",64.958
"904",91.561
"905",78.115
"906",60.820
"907",66.253
"908",61.713
"909",98.014
"910",147.455
"911",175.522
"912",108.715
"913",126.818
"914",128.048
"915",89.558
"916",113.278
"917",126.576
"918",111.762
"919",109.546
"920",83.874
"921",106.745
"922",104.493
"923",288.637
"924",688.180
"925",182.852
"926",84.540
"927",202.453
"928",263.203
"929",116.362
"930",64.523
"931",68.640
"932",86.936
"933",92.090
"934",78.290
"935",75.225
"936",76.961
"937",74.322
"938",96.363
"939",127.756
"940",66.798
"941",324.880
"942",399.539
"943",307.426
"944",147.759
"945",92.318
"946",69.480
"947",84.536
"948",109.748
"949",92.196
"950",78.639
"951",74.097
"952",90.865
"953",127.159
"954",226.649
"955",105.525
"956",220.633
"957",105.046
"958",251.331
"959",165.431
"960",113.857
"961",98.913
"962",93.176
"963",64.215
"964",74.508
"965",74.126
"966",103.174
"967",90.736
"968",115.295
"969",113.857
"970",139.550
"971",131.878
"972",133.836
"973",203.662
"974",64.358
"975",59.935
"976",85.621
"977",124.691
"978",127.518
"979",92.691
"980",136.094
"981",100.125
"982",75.515
"983",113.299
"984",111.254
"985",201.062
"986",493.278
"987",103.445
"988",88.633
"989",206.253
"990",145.347
"991",157.568
"992",154.314
"993",192.029
"994",235.342
"995",337.330
"996",157.603
"997",152.213
"998",109.059
"999",99.204
"1000",107.467
"1001",109.875
"1002",88.680
"1003",220.196
"1004",284.486
"1005",167.960
"1006",80.039
"1007",73.091
"1008",73.628
"1009",138.110
"1010",99.631
"1011",134.536
"1012",88.758
"1013",97.811
"1014",90.358
"1015",130.863
"1016",124.456
"1017",81.196
"1018",224.982
"1019",225.743
"1020",455.041
"1021",366.548
"1022",84.792
"1023",76.083
"1024",187.270
"1025",87.834
"1026",70.479
"1027",110.435
"1028",123.185
"1029",98.974
"1030",102.536
"1031",99.031
"1032",115.918
"1033",110.527
"1034",64.194
"1035",118.403
"1036",109.977
"1037",189.757
"1038",102.070
"1039",66.452
"1040",64.358
"1041",86.029
"1042",49.711
"1043",59.469
"1044",55.159
"1045",45.845
"1046",48.397
"1047",26.596
"1048",53.946
"1049",72.502
"1050",42.224
"1051",63.913
"1052",42.922
"1053",57.183
"1054",63.686
"1055",72.086
"1056",60.302
"1057",69.888
"1058",70.323
"1059",79.837
"1060",46.922
"1061",164.016
"1062",178.309
"1063",138.415
"1064",105.451
"1065",41.871
"1066",38.463
"1067",37.122
"1068",38.259
"1069",39.207
"1070",42.232
"1071",56.979
"1072",52.694
"1073",38.869
"1074",39.912
"1075",50.538
"1076",47.479
"1077",47.158
"1078",50.288
"1079",62.653
"1080",37.742
"1081",38.847
"1082",58.182
"1083",68.756
"1084",77.967
"1085",56.309
"1086",50.552
"1087",31.310
"1088",39.795
"1089",30.058
"1090",35.005
"1091",35.141
"1092",38.820
"1093",67.951
"1094",199.969
"1095",84.088
"1096",54.341
"1097",55.077
"1098",53.496
"1099",48.018
"1100",51.753
"1101",48.170
"1102",58.633
"1103",64.105
"1104",54.959
"1105",73.671
"1106",120.188
"1107",228.256
"1108",60.570
"1109",44.310
"1110",46.389
"1111",51.093
"1112",62.491
"1113",67.809
"1114",56.952
"1115",53.067
"1116",83.872
"1117",88.498
"1118",84.487
"1119",101.447
"1120",81.808
"1121",73.306
"1122",151.992
"1123",256.072
"1124",291.804
"1125",406.583
"1126",333.549
"1127",549.788
"1128",328.739
"1129",54.695
"1130",29.980
"1131",38.490
"1132",32.417
"1133",37.165
"1134",90.233
"1135",84.429
"1136",77.906
"1137",188.465
"1138",409.768
"1139",70.106
"1140",71.730
"1141",108.409
"1142",89.006
"1143",55.488
"1144",47.581
"1145",61.164
"1146",86.450
"1147",77.384
"1148",46.555
"1149",52.636
"1150",62.867
"1151",59.063
"1152",65.086
"1153",84.320
"1154",55.374
"1155",51.084
"1156",75.891
"1157",174.153
"1158",505.665
"1159",67.126
"1160",78.832
"1161",69.619
"1162",102.405
"1163",116.902
"1164",79.390
"1165",89.638
"1166",151.913
"1167",199.319
"1168",170.646
"1169",96.418
"1170",83.956
"1171",136.368
"1172",75.904
"1173",80.208
"1174",84.918
"1175",98.273
"1176",92.418
"1177",83.078
"1178",146.734
"1179",920.380
"1180",41.965
"1181",63.682
"1182",91.145
"1183",81.544
"1184",74.009
"1185",79.191
"1186",91.687
"1187",65.493
"1188",118.666
"1189",470.945
"1190",388.809
"1191",205.216
"1192",190.286
"1193",83.811
"1194",95.819
"1195",115.285
"1196",97.267
"1197",141.998
"1198",109.458
"1199",90.616
"1200",99.905
"1201",214.513
"1202",538.990
"1203",181.495
"1204",57.543
"1205",285.366
"1206",234.796
"1207",160.021
"1208",359.229
"1209",183.768
"1210",169.453
"1211",91.778
"1212",395.128
"1213",338.423
"1214",123.972
"1215",96.489
"1216",85.305
"1217",84.577
"1218",86.983
"1219",97.501
"1220",132.301
"1221",150.278
"1222",137.749
"1223",58.874
"1224",86.757
"1225",133.585
"1226",105.923
"1227",107.655
"1228",112.836
"1229",108.312
"1230",113.438
"1231",216.208
"1232",265.839
"1233",366.984
"1234",266.074
"1235",462.842
"1236",131.906
"1237",909.922
"1238",115.426
"1239",95.747
"1240",69.927
"1241",57.432
"1242",46.611
"1243",68.605
"1244",100.439
"1245",108.083
"1246",155.980
"1247",140.726
"1248",159.000
"1249",119.221
"1250",143.376
"1251",893.863
"1252",152.843
"1253",223.185
"1254",110.331
"1255",214.167
"1256",464.412
"1257",450.167
"1258",742.590
"1259",145.277
"1260",77.948
"1261",69.586
"1262",204.255
"1263",172.320
"1264",80.599
"1265",106.306
"1266",200.281
"1267",88.933
"1268",183.932
"1269",131.764
"1270",213.036
"1271",161.675
"1272",358.076
"1273",560.528
"1274",388.351
"1275",162.517
"1276",121.382
"1277",92.804
"1278",259.734
"1279",187.397
"1280",112.144
"1281",73.322
"1282",101.790
"1283",139.695
"1284",871.411
"1285",522.753
"1286",156.332
"1287",137.483
"1288",456.288
"1289",275.301
"1290",98.016
"1291",103.250
"1292",110.996
"1293",142.494
"1294",280.177
"1295",153.939
"1296",181.459
"1297",400.156
"1298",612.783
"1299",597.856
"1300",507.599
"1301",463.383
"1302",124.542
"1303",103.225
"1304",113.999
"1305",255.371
"1306",45.499
"1307",412.496
"1308",398.031
"1309",246.552
"1310",64.187
"1311",72.422
"1312",63.974
"1313",86.577
"1314",102.548
"1315",103.010
"1316",97.462
"1317",114.403
"1318",63.756
"1319",49.141
"1320",58.286
"1321",81.668
"1322",68.976
"1323",77.675
"1324",80.320
"1325",127.324
"1326",252.678
"1327",351.886
"1328",173.510
"1329",83.107
"1330",106.399
"1331",90.792
"1332",77.000
"1333",69.526
"1334",93.429
"1335",87.323
"1336",78.289
"1337",93.749
"1338",271.565
"1339",164.704
"1340",166.793
"1341",237.376
"1342",311.844
"1343",221.828
"1344",107.667
"1345",83.216
"1346",83.261
"1347",139.426
"1348",109.512
"1349",67.653
"1350",71.333
"1351",66.185
"1352",82.822
"1353",101.086
"1354",170.305
"1355",116.157
"1356",98.720
"1357",122.446
"1358",99.132
"1359",107.248
"1360",76.892
"1361",97.424
"1362",54.631
"1363",80.210
"1364",88.045
"1365",108.536
"1366",131.577
"1367",70.505
"1368",60.482
"1369",186.838
"1370",235.810
"1371",185.526
"1372",297.398
"1373",449.199
"1374",509.336
"1375",344.036
"1376",150.501
"1377",242.902
"1378",198.658
"1379",901.809
"1380",297.489
"1381",319.096
"1382",182.598
"1383",172.580
"1384",232.667
"1385",189.449
"1386",339.818
"1387",240.790
"1388",65.451
"1389",86.301
"1390",128.099
"1391",69.325
"1392",77.263
"1393",131.730
"1394",393.676
"1395",741.875
"1396",361.013
"1397",139.938
"1398",130.207
"1399",116.445
"1400",70.355
"1401",84.694
"1402",122.443
"1403",140.124
"1404",471.394
"1405",262.809
"1406",324.952
"1407",194.201
"1408",222.458
"1409",446.946
"1410",249.894
"1411",257.077
"1412",370.687
"1413",274.338
"1414",192.090
"1415",211.016
"1416",128.573
"1417",249.039
"1418",136.391
"1419",197.136
"1420",320.684
"1421",506.146
"1422",994.764
"1423",415.414
"1424",460.927
"1425",533.966
"1426",174.267
"1427",183.840
"1428",161.848
"1429",155.250
"1430",203.468
"1431",98.666
"1432",94.685
"1433",284.636
"1434",479.928
"1435",447.749
"1436",250.062
"1437",166.322
"1438",259.411
"1439",504.813
"1440",282.091
"1441",258.187
"1442",114.343
"1443",142.299
"1444",245.852
"1445",260.371
"1446",398.596
"1447",193.013
"1448",193.700
"1449",134.876
"1450",114.250
"1451",140.193
"1452",122.083
"1453",111.304
"1454",93.335
"1455",232.457
"1456",141.010
"1457",82.421
"1458",104.191
"1459",104.118
"1460",89.136
"1461",183.200
"1462",93.632
"1463",84.440
"1464",108.584
"1465",75.401
"1466",148.773
"1467",126.038
"1468",113.517
"1469",120.810
"1470",114.616
"1471",136.425
"1472",113.356
"1473",130.139
"1474",109.875
"1475",111.814
"1476",125.665
"1477",108.585
"1478",103.437
"1479",122.114
"1480",130.080
"1481",115.516
"1482",74.740
"1483",434.401
"1484",145.494
"1485",106.684
"1486",96.274
"1487",125.873
"1488",107.670
"1489",84.772
"1490",172.896
"1491",215.202
"1492",703.198
"1493",569.205
"1494",746.629
"1495",73.200
"1496",108.964
"1497",106.393
"1498",106.469
"1499",175.584
"1500",123.793
"1501",244.115
"1502",239.976
"1503",747.744
"1504",932.794
"1505",641.495
"1506",344.255
"1507",166.259
"1508",78.257
"1509",324.476
"1510",258.896
"1511",136.798
"1512",178.219
"1513",77.673
"1514",125.670
"1515",100.374
"1516",161.581
"1517",100.554
"1518",193.075
"1519",393.609
"1520",312.300
"1521",530.165
"1522",137.565
"1523",150.192
"1524",87.252
"1525",123.903
"1526",166.549
"1527",222.212
"1528",383.549
"1529",116.140
"1530",161.500
"1531",152.265
"1532",96.248
"1533",95.429
"1534",41.417
"1535",68.220
"1536",54.415
"1537",147.764
"1538",538.069
"1539",474.672
"1540",652.991
"1541",945.389
"1542",129.805
"1543",112.354
"1544",102.495
"1545",108.612
"1546",88.933
"1547",90.534
"1548",104.181
"1549",94.747
"1550",106.070
"1551",115.748
"1552",119.509
"1553",63.124
"1554",98.944
"1555",145.791
"1556",200.406
"1557",227.983
"1558",336.045
"1559",106.689
"1560",174.821
"1561",100.922
"1562",105.354
"1563",128.162
"1564",198.837
"1565",121.694
"1566",77.728
"1567",121.024
"1568",524.766
"1569",932.396
"1570",355.580
"1571",87.547
"1572",71.293
"1573",126.485
"1574",178.690
"1575",153.930
"1576",51.883
"1577",392.567
"1578",524.160
"1579",95.579
"1580",96.559
"1581",278.803
"1582",120.047
"1583",162.191
"1584",146.009
"1585",809.813
"1586",104.371
"1587",177.172
"1588",136.746
"1589",105.597
"1590",173.441
"1591",345.961
"1592",476.047
"1593",377.321
"1594",390.495
"1595",382.987
"1596",171.690
"1597",162.407
"1598",281.332
"1599",152.500
"1600",135.738
"1601",320.927
"1602",1211.879
"1603",171.321
"1604",151.287
"1605",119.648
"1606",179.580
"1607",302.484
"1608",579.450
"1609",473.380
"1610",213.388
"1611",210.168
"1612",433.197
"1613",301.181
"1614",249.141
"1615",347.518
"1616",503.889
"1617",273.652
"1618",521.954
"1619",447.270
"1620",577.591
"1621",72.572
"1622",113.759
"1623",160.110
"1624",175.525
"1625",171.891
"1626",178.885
"1627",371.791
"1628",488.756
"1629",193.109
"1630",159.481
"1631",128.701
"1632",182.262
"1633",182.612
"1634",374.997
"1635",152.455
"1636",156.332
"1637",345.593
"1638",446.525
"1639",369.266
"1640",638.984
"1641",121.352
"1642",90.044
"1643",113.867
"1644",125.844
"1645",169.982
"1646",72.291
"1647",110.719
"1648",112.089
"1649",116.031
"1650",134.515
"1651",294.027
"1652",104.541
"1653",112.268
"1654",166.950
"1655",109.018
"1656",96.392
"1657",141.973
"1658",133.026
"1659",165.109
"1660",131.030
"1661",107.973
"1662",245.915
"1663",377.916
"1664",400.206
"1665",386.922
"1666",330.513
"1667",270.081
"1668",286.881
"1669",303.010
"1670",246.801
"1671",137.176
"1672",88.774
"1673",88.594
"1674",79.393
"1675",108.619
"1676",84.150
"1677",120.474
"1678",76.799
"1679",138.533
"1680",278.903
"1681",69.105
"1682",175.006
"1683",237.556
"1684",180.088
"1685",191.951
"1686",213.377
"1687",143.772
"1688",310.139
"1689",231.783
"1690",200.814
"1691",233.591
"1692",276.713
"1693",107.010
"1694",124.206
"1695",114.321
"1696",134.039
"1697",172.346
"1698",202.358
"1699",114.243
"1700",159.362
"1701",76.513
"1702",142.331
"1703",86.067
"1704",313.060
"1705",126.210
"1706",132.660
"1707",87.575
"1708",136.424
"1709",52.701
"1710",66.104
"1711",115.412
"1712",75.388
"1713",53.593
"1714",68.416
"1715",129.891
"1716",78.100
"1717",109.999
"1718",93.683
"1719",48.847
"1720",213.722
"1721",87.083
"1722",675.214
"1723",542.735
"1724",80.168
"1725",65.904
"1726",111.471
"1727",70.711
"1728",67.247
"1729",92.490
"1730",100.378
"1731",93.339
"1732",116.919
"1733",109.331
"1734",177.186
"1735",181.256
"1736",167.305
"1737",122.045
"1738",234.331
"1739",493.886
"1740",90.810
"1741",90.948
"1742",109.093
"1743",74.473
"1744",95.486
"1745",118.188
"1746",117.218
"1747",245.512
"1748",325.325
"1749",157.041
"1750",42.639
"1751",139.073
"1752",120.877
"1753",39.992
"1754",99.982
"1755",91.112
"1756",64.678
"1757",106.788
"1758",96.762
"1759",175.918
"1760",216.528
"1761",131.596
"1762",78.910
"1763",287.905
"1764",188.134
"1765",768.602
"1766",233.390
"1767",626.311
"1768",255.266
"1769",304.465
"1770",181.282
"1771",149.028
"1772",109.012
"1773",119.187
"1774",62.051
"1775",119.081
"1776",68.932
"1777",69.185
"1778",72.591
"1779",98.304
"1780",120.549
"1781",114.673
"1782",122.796
"1783",199.440
"1784",128.969
"1785",263.671
"1786",130.342
"1787",237.936
"1788",106.395
"1789",83.387
"1790",90.483
"1791",78.729
"1792",96.477
"1793",103.013
"1794",88.584
"1795",92.992
"1796",158.348
"1797",66.456
"1798",77.200
"1799",90.093
"1800",54.582
"1801",41.788
"1802",60.017
"1803",46.371
"1804",55.453
"1805",64.587
"1806",58.811
"1807",50.108
"1808",65.395
"1809",62.005
"1810",88.751
"1811",103.593
"1812",100.013
"1813",40.181
"1814",41.693
"1815",57.435
"1816",47.149
"1817",50.494
"1818",55.114
"1819",64.911
"1820",46.072
"1821",53.869
"1822",48.074
"1823",41.852
"1824",38.714
"1825",35.170
"1826",33.730
"1827",35.772
"1828",61.375
"1829",74.720
"1830",61.523
"1831",136.020
"1832",175.408
"1833",168.103
"1834",70.441
"1835",41.671
"1836",40.174
"1837",46.842
"1838",44.577
"1839",39.796
"1840",41.885
"1841",60.981
"1842",62.331
"1843",56.989
"1844",52.264
"1845",47.312
"1846",46.108
"1847",68.187
"1848",90.465
"1849",97.111
"1850",66.151
"1851",49.520
"1852",58.187
"1853",71.356
"1854",107.599
"1855",75.293
"1856",50.952
"1857",45.026
"1858",44.493
"1859",52.584
"1860",63.743
"1861",58.700
"1862",105.187
"1863",54.540
"1864",51.071
"1865",46.393
"1866",65.024
"1867",95.139
"1868",65.906
"1869",127.657
"1870",135.423
"1871",123.632
